PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=50.0  R_scale=30.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

[ROBOT] Đã kết nối STM32 @ /dev/serial/by-id/usb-STMicroelectronics_BLUEPILL_F103C8_CDC_in_FS_Mode_498E169E3634-if00. Điều khiển xe bắt đầu.
 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
--------------------------------------------------------------------
[EKF] init  x=44.6  y=763.2
  31.171    1890     4322.6      797.8   0.258   0.456   0.516   0.498
  31.188    1891     4325.3      798.7   0.091   0.334   0.485   0.476
  31.205    1892     4329.1      799.0   0.327   0.494   0.519   0.512
  31.222    1893     4332.0      799.7   0.129   0.356   0.482   0.484
  31.239    1894     4335.2      800.5   0.174   0.392   0.494   0.488
  31.256    1895     4338.8      800.8   0.267   0.476   0.534   0.493
  31.273    1896     4342.1      801.5   0.200   0.425   0.515   0.487
  31.290    1897     4345.1      801.9   0.165   0.415   0.521   0.474
  31.306    1898     4349.2      801.6   0.401   0.568   0.580   0.506
  31.323    1899     4352.1      801.1   0.281   0.568   0.592   0.399
  31.340    1900     4355.2      800.5   0.299   0.584   0.601   0.390
  31.357    1901     4358.1      799.7   0.295   0.593   0.604   0.367
  31.374    1902     4361.7      798.9   0.386   0.627   0.630   0.407
  31.391    1903     4364.0      797.3   0.296   0.534   0.544   0.151
  31.408    1904     4366.4      795.7   0.288   0.535   0.541   0.153
  31.425    1905     4368.7      794.3   0.278   0.532   0.534   0.148
  31.441    1906     4372.0      793.5   0.386   0.631   0.633   0.397
  31.460    1907     4375.4      792.5   0.403   0.633   0.632   0.391
  31.476    1908     4378.7      792.1   0.368   0.613   0.621   0.413
  31.493    1909     4380.8      790.7   0.308   0.532   0.547   0.150
  31.510    1910     4383.1      789.4   0.316   0.565   0.574   0.216
  31.527    1911     4385.3      788.0   0.289   0.537   0.543   0.155
  31.544    1912     4387.5      786.5   0.311   0.545   0.558   0.176
  31.561    1913     4390.8      786.1   0.334   0.591   0.607   0.415
  31.577    1914     4393.1      784.8   0.285   0.554   0.552   0.188
  31.593    1915     4395.7      783.7   0.314   0.606   0.605   0.296
  31.610    1916     4398.2      782.7   0.320   0.605   0.603   0.292
  31.627    1917     4401.1      781.9   0.334   0.615   0.619   0.366
  31.644    1918     4403.7      781.3   0.244   0.576   0.587   0.334
  31.661    1919     4405.7      779.3   0.410   0.443   0.537   0.110
  31.679    1920     4408.0      777.9   0.302   0.590   0.592   0.266
  31.695    1921     4410.3      776.2   0.294   0.518   0.531   0.118
  31.712    1922     4412.6      775.0   0.288   0.558   0.561   0.201
  31.728    1923     4414.9      773.6   0.283   0.539   0.542   0.163
  31.745    1924     4418.2      773.1   0.344   0.590   0.606   0.428
  31.763    1925     4421.5      773.0   0.297   0.551   0.584   0.439
  31.782    1926     4424.6      772.7   0.306   0.562   0.590   0.433
  31.798    1927     4427.2      772.6   0.202   0.500   0.560   0.422
  31.815    1928     4429.8      772.2   0.236   0.559   0.582   0.365
  31.832    1929     4432.7      771.9   0.277   0.552   0.584   0.420
  31.849    1930     4435.4      771.4   0.290   0.585   0.600   0.378
  31.866    1931     4438.4      770.9   0.322   0.594   0.607   0.398
  31.881    1932     4440.9      770.3   0.230   0.556   0.581   0.364
  31.898    1933     4443.5      769.9   0.190   0.536   0.567   0.356
  31.915    1934     4445.8      769.3   0.214   0.554   0.576   0.347
  31.932    1935     4448.1      768.8   0.161   0.531   0.556   0.331
  31.949    1936     4450.5      768.3   0.204   0.545   0.572   0.354
  31.967    1937     4452.8      767.7   0.171   0.534   0.560   0.335
  31.983    1938     4455.4      767.0   0.207   0.556   0.573   0.332
  32.000    1939     4457.7      766.4   0.159   0.534   0.553   0.317
  32.017    1940     4460.1      765.6   0.186   0.547   0.564   0.325
  32.034    1941     4462.7      764.9   0.194   0.554   0.566   0.314
  32.051    1942     4465.0      764.5   0.124   0.510   0.543   0.328
  32.068    1943     4467.5      764.0   0.164   0.537   0.555   0.318
  32.085    1944     4470.4      763.2   0.247   0.570   0.587   0.354
  32.102    1945     4473.3      762.4   0.326   0.609   0.616   0.370
  32.119    1946     4475.9      761.8   0.208   0.558   0.573   0.328
  32.135    1947     4478.8      761.2   0.274   0.572   0.593   0.384
  32.152    1948     4481.9      760.7   0.250   0.551   0.582   0.394
  32.169    1949     4484.9      760.1   0.243   0.563   0.585   0.366
  32.186    1950     4487.7      759.6   0.213   0.541   0.574   0.371
  32.203    1951     4491.0      758.9   0.350   0.605   0.615   0.409
  32.220    1952     4494.3      758.2   0.309   0.600   0.609   0.367
  32.237    1953     4497.4      757.4   0.307   0.600   0.609   0.366
  32.254    1954     4500.3      756.7   0.232   0.565   0.583   0.346
  32.270    1955     4504.1      755.7   0.379   0.626   0.629   0.401
  32.287    1956     4507.1      755.1   0.238   0.566   0.585   0.352
  32.304    1957     4509.7      754.5   0.207   0.555   0.573   0.335
  32.321    1958     4512.4      753.7   0.226   0.561   0.580   0.349
  32.338    1959     4514.8      752.8   0.196   0.556   0.559   0.291
  32.355    1960     4517.7      752.0   0.250   0.582   0.588   0.317
  32.372    1961     4520.2      751.3   0.193   0.553   0.566   0.316
  32.389    1962     4522.8      750.5   0.182   0.545   0.563   0.324
  32.405    1963     4525.5      749.7   0.213   0.564   0.567   0.294
  32.422    1964     4527.9      749.0   0.154   0.536   0.541   0.286
  32.441    1965     4530.2      748.2   0.207   0.562   0.568   0.301
  32.457    1966     4533.1      747.5   0.246   0.577   0.588   0.334
  32.474    1967     4535.5      746.9   0.156   0.537   0.542   0.287
  32.491    1968     4538.0      746.3   0.195   0.554   0.566   0.316
  32.508    1969     4540.5      745.5   0.170   0.541   0.541   0.276
  32.525    1970     4542.9      744.8   0.170   0.542   0.543   0.279
  32.541    1971     4545.3      744.2   0.128   0.523   0.529   0.284
  32.558    1972     4547.9      743.4   0.192   0.554   0.559   0.294
  32.575    1973     4550.3      742.6   0.184   0.556   0.550   0.293
  32.592    1974     4552.6      742.2   0.129   0.516   0.544   0.323
  32.609    1975     4555.0      741.4   0.182   0.548   0.547   0.279
  32.626    1976     4557.5      740.7   0.185   0.551   0.560   0.304
  32.643    1977     4559.8      740.0   0.157   0.536   0.535   0.275
  32.660    1978     4562.2      739.4   0.172   0.544   0.550   0.292
  32.676    1979     4564.5      738.6   0.153   0.535   0.534   0.277
  32.693    1980     4566.6      738.0   0.141   0.534   0.529   0.284
  32.710    1981     4569.0      737.3   0.185   0.548   0.548   0.277
  32.727    1982     4571.6      736.8   0.218   0.564   0.577   0.326
  32.744    1983     4573.7      736.3   0.116   0.517   0.518   0.274
  32.762    1984     4575.9      735.9   0.106   0.512   0.522   0.287
  32.780    1985     4578.2      735.7   0.130   0.521   0.540   0.309
  32.797    1986     4580.8      735.6   0.143   0.504   0.551   0.360
  32.813    1987     4583.4      735.4   0.136   0.503   0.549   0.354
  32.832    1988     4586.1      734.9   0.373   0.627   0.625   0.358
  32.848    1989     4588.8      734.4   0.352   0.619   0.616   0.328
  32.865    1990     4591.6      734.1   0.348   0.618   0.622   0.379
  32.882    1991     4594.4      733.8   0.328   0.611   0.617   0.368
  32.899    1992     4596.3      733.3   0.415   0.532   0.426   0.094
  32.916    1993     4599.3      732.8   0.371   0.610   0.601   0.313
  32.932    1994     4601.2      732.5   0.425   0.553   0.483   0.183
  32.949    1995     4603.2      732.0   0.463   0.516   0.384   0.111
  32.968    1996     4604.9      731.7   0.410   0.542   0.456   0.128
  32.986    1997     4606.8      731.5   0.423   0.553   0.483   0.181
  33.002    1998     4609.2      731.4   0.215   0.549   0.576   0.359
  33.019    1999     4612.1      731.4   0.294   0.582   0.599   0.389
  33.037    2000     4616.5      730.6   0.513   0.599   0.596   0.452
  33.053    2001     4618.4      730.3   0.431   0.556   0.490   0.200
  33.070    2002     4621.0      730.5   0.042   0.452   0.518   0.341
  33.087    2003     4623.2      730.6   0.175   0.532   0.562   0.346
  33.103    2004     4625.6      730.5   0.227   0.565   0.581   0.340
  33.120    2005     4627.9      730.5   0.215   0.553   0.576   0.350
  33.140    2006     4630.2      730.6   0.192   0.540   0.568   0.350
  33.157    2007     4632.7      730.6   0.216   0.529   0.571   0.394
  33.173    2008     4634.2      730.3   0.414   0.537   0.440   0.113
  33.190    2009     4638.4      729.3   0.510   0.550   0.528   0.355
  33.207    2010     4641.2      729.1   0.337   0.610   0.617   0.384
  33.224    2011     4643.8      729.1   0.255   0.558   0.586   0.388
  33.241    2012     4646.8      728.8   0.397   0.631   0.629   0.382
  33.258    2013     4649.5      728.9   0.098   0.482   0.536   0.349
  33.275    2014     4651.9      729.0   0.051   0.459   0.520   0.339
  33.292    2015     4654.7      729.0   0.114   0.497   0.541   0.341
  33.309    2016     4657.2      729.2   0.065   0.462   0.526   0.348
  33.325    2017     4659.6      729.2   0.193   0.520   0.565   0.386
  33.342    2018     4662.4      729.6   0.222   0.508   0.564   0.429
  33.359    2019     4665.0      729.7   0.226   0.552   0.579   0.367
  33.378    2020     4669.8      729.0   0.450   0.624   0.626   0.475
  33.394    2021     4672.4      729.3   0.202   0.525   0.568   0.387
  33.411    2022     4676.9      728.8   0.497   0.623   0.622   0.472
  33.428    2023     4679.7      729.5   0.293   0.546   0.581   0.444
  33.445    2024     4682.9      730.0   0.287   0.549   0.583   0.434
  33.463    2025     4685.6      730.5   0.330   0.585   0.603   0.422
  33.479    2026     4688.1      731.1   0.354   0.605   0.615   0.413
  33.496    2027     4691.4      730.9   0.548   0.530   0.552   0.421
  33.513    2028     4697.9      729.9   0.620   0.544   0.621   0.538
  33.530    2029     4701.0      730.5   0.462   0.636   0.636   0.468
  33.547    2030     4703.6      731.0   0.415   0.631   0.633   0.431
  33.564    2031     4707.5      731.2   0.547   0.614   0.616   0.534
  33.581    2032     4710.5      731.0   0.523   0.516   0.506   0.347
  33.599    2033     4714.8      731.3   0.442   0.586   0.588   0.518
  33.615    2034     4718.9      730.7   0.518   0.319   0.555   0.494
  33.634    2035     4723.7      730.1   0.556   0.380   0.573   0.503
  33.650    2036     4727.6      730.4   0.557   0.565   0.583   0.507
  33.667    2037     4733.3      729.7   0.575   0.448   0.572   0.531
  33.684    2038     4742.0      728.4   0.608   0.521   0.603   0.547
  33.701    2039     4745.8      727.9   0.447   0.231   0.522   0.491
  33.719    2040     4750.1      727.3   0.501   0.281   0.551   0.484
  33.735    2041     4753.9      727.1   0.459   0.251   0.523   0.495
  33.752    2042     4757.7      726.5   0.509   0.286   0.557   0.480
  33.771    2043     4760.2      727.3   0.418   0.612   0.618   0.465
  33.787    2044     4762.9      728.3   0.449   0.602   0.605   0.505
  33.804    2045     4765.8      729.3   0.446   0.606   0.610   0.497
  33.821    2046     4768.5      729.9   0.478   0.625   0.623   0.451
  33.842    2047     4771.2      730.4   0.467   0.606   0.595   0.393
  33.861    2048     4774.1      731.2   0.444   0.609   0.614   0.492
  33.877    2049     4776.8      732.2   0.335   0.550   0.579   0.474
  33.894    2050     4779.6      733.0   0.185   0.467   0.547   0.444
  33.911    2051     4782.6      734.0   0.161   0.442   0.538   0.450
  33.927    2052     4785.4      735.0   0.389   0.554   0.567   0.511
  33.944    2053     4788.3      736.0   0.304   0.521   0.563   0.481
  33.961    2054     4791.1      736.9   0.163   0.440   0.536   0.454
  33.978    2055     4793.9      737.8   0.400   0.580   0.592   0.493
  33.995    2056     4796.7      738.6   0.360   0.566   0.587   0.477
  34.012    2057     4799.3      739.5   0.329   0.544   0.575   0.476
  34.029    2058     4802.2      740.5   0.374   0.546   0.563   0.508
  34.049    2059     4805.0      741.5   0.365   0.533   0.552   0.512
  34.065    2060     4809.6      741.8   0.597   0.575   0.603   0.565
  34.082    2061     4812.2      742.9   0.373   0.545   0.563   0.508
  34.101    2062     4814.9      743.9   0.312   0.518   0.557   0.490
  34.117    2063     4817.7      744.9   0.383   0.557   0.573   0.504
  34.134    2064     4821.1      745.9   0.177   0.426   0.525   0.474
  34.151    2065     4824.7      746.7   0.252   0.469   0.534   0.489
  34.168    2066     4828.0      747.7   0.170   0.415   0.519   0.477
  34.186    2067     4830.8      748.6   0.498   0.583   0.568   0.552
  34.204    2068     4834.2      749.6   0.227   0.457   0.533   0.482
  34.220    2069     4837.5      750.5   0.557   0.603   0.608   0.538
  34.237    2070     4841.0      751.3   0.277   0.495   0.547   0.486
  34.254    2071     4844.6      752.2   0.554   0.609   0.612   0.539
  34.271    2072     4848.6      753.1   0.331   0.526   0.558   0.496
  34.288    2073     4852.5      753.9   0.298   0.519   0.562   0.479
  34.304    2074     4856.6      754.6   0.369   0.557   0.577   0.494
  34.321    2075     4860.1      755.6   0.234   0.452   0.525   0.489
  34.338    2076     4863.6      756.4   0.287   0.505   0.553   0.484
  34.355    2077     4867.1      757.4   0.279   0.486   0.538   0.494
  34.372    2078     4870.6      758.4   0.335   0.528   0.558   0.497
  34.389    2079     4874.4      759.3   0.366   0.551   0.572   0.498
  34.407    2080     4877.6      760.2   0.309   0.482   0.515   0.509
  34.426    2081     4881.5      761.2   0.405   0.576   0.588   0.500
  34.442    2082     4885.2      762.2   0.377   0.566   0.584   0.490
  34.460    2083     4888.9      763.2   0.165   0.422   0.526   0.470
  34.479    2084     4892.6      764.2   0.203   0.455   0.538   0.469
  34.497    2085     4896.5      765.2   0.265   0.516   0.566   0.456
  34.515    2086     4900.6      766.0   0.320   0.542   0.575   0.472
  34.531    2087     4904.6      766.8   0.316   0.517   0.555   0.494
  34.548    2088     4908.5      767.8   0.283   0.511   0.559   0.476
  34.565    2089     4912.5      768.5   0.313   0.548   0.581   0.458
  34.584    2090     4916.6      769.3   0.323   0.540   0.573   0.477
  34.599    2091     4920.7      770.1   0.376   0.565   0.583   0.491
  34.616    2092     4924.9      770.9   0.379   0.579   0.595   0.476
  34.633    2093     4928.8      771.8   0.333   0.554   0.582   0.468
  34.650    2094     4932.8      772.6   0.403   0.579   0.590   0.496
  34.667    2095     4936.8      773.1   0.400   0.598   0.608   0.469
  34.684    2096     4941.1      773.7   0.431   0.609   0.615   0.480
  34.701    2097     4945.1      774.3   0.406   0.589   0.600   0.486
  34.718    2098     4949.6      774.8   0.471   0.626   0.627   0.490
  34.735    2099     4953.6      775.4   0.194   0.476   0.551   0.442
  34.752    2100     4957.9      775.9   0.150   0.458   0.544   0.425
  34.769    2101     4961.8      776.4   0.509   0.619   0.618   0.481
  34.786    2102     4965.6      776.8   0.273   0.535   0.576   0.440
  34.802    2103     4969.6      777.2   0.366   0.577   0.596   0.467
  34.819    2104     4973.3      777.8   0.301   0.539   0.576   0.460
  34.836    2105     4977.0      778.3   0.327   0.545   0.576   0.474
  34.853    2106     4979.5      778.3   0.477   0.566   0.527   0.306
  34.870    2107     4983.5      778.6   0.206   0.505   0.562   0.419
  34.887    2108     4987.1      778.7   0.387   0.611   0.619   0.436
  34.903    2109     4991.0      778.9   0.221   0.513   0.566   0.421
  34.921    2110     4994.9      779.2   0.227   0.512   0.566   0.428
  34.937    2111     4998.6      779.3   0.216   0.535   0.573   0.385
  34.954    2112     5002.1      779.6   0.179   0.491   0.556   0.412
  34.972    2113     5005.8      780.1   0.163   0.474   0.550   0.419
  34.989    2114     5009.4      780.7   0.152   0.446   0.540   0.439
  35.006    2115     5013.3      781.1   0.189   0.480   0.552   0.434
  35.023    2116     5016.9      781.6   0.113   0.437   0.536   0.419
  35.040    2117     5020.4      782.1   0.152   0.459   0.545   0.425
  35.057    2118     5023.7      782.6   0.138   0.460   0.544   0.414
  35.073    2119     5027.1      782.9   0.395   0.620   0.625   0.429
  35.090    2120     5030.1      783.3   0.296   0.559   0.588   0.427
  35.107    2121     5033.2      783.9   0.274   0.535   0.576   0.441
  35.124    2122     5036.3      784.4   0.290   0.547   0.582   0.439
  35.141    2123     5039.5      784.9   0.361   0.586   0.603   0.450
  35.158    2124     5042.7      785.4   0.309   0.552   0.584   0.449
  35.175    2125     5045.9      785.9   0.441   0.630   0.632   0.458
  35.192    2126     5049.1      786.4   0.404   0.602   0.611   0.468
  35.210    2127     5052.1      787.0   0.502   0.634   0.634   0.504
  35.226    2128     5055.0      787.2   0.479   0.607   0.599   0.413
  35.243    2129     5058.2      787.5   0.488   0.624   0.622   0.460
  35.260    2130     5061.3      788.0   0.482   0.632   0.632   0.492
  35.277    2131     5064.0      788.2   0.502   0.596   0.589   0.427
  35.294    2132     5066.9      788.3   0.497   0.580   0.564   0.383
  35.311    2133     5069.5      788.5   0.494   0.579   0.560   0.373
  35.327    2134     5072.3      788.8   0.491   0.611   0.606   0.439
  35.344    2135     5075.0      789.0   0.486   0.611   0.605   0.431
  35.361    2136     5078.1      789.1   0.518   0.595   0.594   0.455
  35.380    2137     5081.2      789.2   0.510   0.588   0.581   0.424
  35.396    2138     5084.0      789.4   0.503   0.600   0.594   0.435
  35.413    2139     5087.1      789.6   0.506   0.607   0.604   0.454
  35.430    2140     5089.5      789.6   0.474   0.576   0.545   0.328
  35.447    2141     5092.9      789.9   0.306   0.546   0.580   0.455
  35.463    2142     5096.2      789.9   0.467   0.637   0.637   0.462
  35.480    2143     5099.4      790.2   0.470   0.635   0.634   0.461
  35.497    2144     5102.7      790.2   0.462   0.624   0.619   0.427
  35.514    2145     5106.0      790.5   0.161   0.474   0.549   0.417
  35.531    2146     5109.4      790.7   0.204   0.502   0.561   0.420
  35.548    2147     5113.1      790.7   0.253   0.549   0.582   0.402
  35.565    2148     5116.6      790.8   0.239   0.538   0.576   0.404
  35.582    2149     5119.7      790.9   0.361   0.603   0.614   0.423
  35.599    2150     5123.0      791.0   0.214   0.523   0.569   0.401
  35.615    2151     5126.5      791.1   0.271   0.559   0.588   0.403
  35.632    2152     5129.7      791.2   0.355   0.605   0.615   0.413
  35.649    2153     5132.7      791.4   0.339   0.590   0.606   0.423
  35.666    2154     5136.1      791.5   0.254   0.535   0.576   0.422
  35.683    2155     5139.5      791.7   0.257   0.550   0.583   0.404
  35.700    2156     5142.9      792.0   0.283   0.555   0.586   0.421
  35.717    2157     5146.5      792.2   0.323   0.582   0.601   0.420
  35.733    2158     5150.0      792.4   0.286   0.565   0.591   0.409
  35.750    2159     5153.6      792.6   0.330   0.582   0.601   0.428
  35.767    2160     5157.2      792.9   0.336   0.580   0.600   0.435
  35.784    2161     5160.9      793.2   0.372   0.605   0.615   0.432
  35.801    2162     5164.5      793.4   0.369   0.600   0.612   0.436
  35.818    2163     5168.3      793.7   0.360   0.592   0.607   0.440
  35.835    2164     5172.1      794.0   0.361   0.593   0.607   0.440
  35.852    2165     5175.4      794.4   0.288   0.537   0.576   0.450
  35.869    2166     5179.2      794.9   0.399   0.607   0.615   0.455
  35.885    2167     5182.6      795.2   0.341   0.565   0.589   0.461
  35.902    2168     5185.9      795.7   0.337   0.574   0.596   0.445
  35.919    2169     5189.4      796.0   0.353   0.590   0.606   0.437
  35.938    2170     5192.6      796.3   0.369   0.589   0.604   0.454
  35.954    2171     5195.8      796.7   0.310   0.541   0.576   0.465
  35.971    2172     5199.2      797.3   0.346   0.557   0.582   0.476
  35.988    2173     5202.8      797.7   0.394   0.595   0.607   0.467
  36.005    2174     5206.2      798.2   0.356   0.565   0.587   0.474
  36.021    2175     5209.6      798.6   0.368   0.576   0.594   0.471
  36.038    2176     5212.9      799.1   0.322   0.545   0.578   0.469
  36.055    2177     5216.6      799.4   0.424   0.616   0.621   0.464
  36.072    2178     5219.9      799.8   0.361   0.571   0.592   0.471
  36.089    2179     5223.1      800.3   0.315   0.531   0.567   0.480
  36.106    2180     5226.6      800.6   0.394   0.592   0.604   0.472
  36.123    2181     5229.7      800.9   0.359   0.576   0.595   0.463
  36.140    2182     5233.1      801.1   0.392   0.597   0.609   0.463
  36.156    2183     5236.3      801.4   0.369   0.578   0.596   0.468
  36.173    2184     5239.3      801.8   0.350   0.552   0.577   0.485
  36.190    2185     5242.3      802.3   0.350   0.553   0.579   0.483
  36.207    2186     5245.5      802.6   0.374   0.584   0.600   0.466
  36.224    2187     5248.3      803.0   0.350   0.567   0.590   0.467
  36.241    2188     5251.2      803.6   0.306   0.510   0.551   0.493
  36.258    2189     5254.7      803.9   0.443   0.605   0.610   0.496
  36.275    2190     5257.7      804.5   0.359   0.550   0.573   0.494
  36.291    2191     5260.8      805.0   0.352   0.536   0.561   0.502
  36.308    2192     5264.1      805.4   0.429   0.611   0.617   0.476
  36.325    2193     5267.2      805.7   0.381   0.585   0.600   0.469
  36.344    2194     5270.2      806.3   0.363   0.566   0.587   0.479
  36.360    2195     5273.4      806.7   0.445   0.612   0.616   0.488
  36.377    2196     5276.7      807.1   0.417   0.608   0.615   0.470
  36.394    2197     5279.9      807.6   0.456   0.615   0.618   0.493
  36.411    2198     5283.1      808.1   0.448   0.623   0.625   0.476
  36.427    2199     5286.2      808.4   0.469   0.637   0.637   0.472
  36.444    2200     5289.2      809.0   0.495   0.630   0.630   0.482
  36.461    2201     5292.0      809.1   0.450   0.624   0.618   0.413
  36.478    2202     5295.0      809.4   0.476   0.616   0.610   0.427
  36.495    2203     5297.8      809.5   0.452   0.608   0.595   0.376
  36.512    2204     5300.9      809.8   0.464   0.628   0.629   0.482
  36.529    2205     5303.8      810.0   0.456   0.629   0.626   0.433
  36.546    2206     5306.9      810.3   0.452   0.616   0.619   0.489
  36.563    2207     5309.8      810.8   0.401   0.598   0.608   0.471
  36.579    2208     5312.8      811.0   0.421   0.619   0.624   0.456
  36.596    2209     5315.5      811.2   0.435   0.625   0.628   0.461
  36.613    2210     5318.3      811.6   0.415   0.603   0.611   0.475
  36.630    2211     5321.2      811.9   0.427   0.620   0.624   0.461
  36.647    2212     5324.2      812.1   0.424   0.622   0.626   0.456
  36.664    2213     5327.3      812.3   0.418   0.626   0.630   0.442
  36.681    2214     5330.3      812.6   0.399   0.602   0.612   0.462
  36.698    2215     5333.1      812.8   0.386   0.608   0.617   0.440
  36.714    2216     5335.8      813.0   0.360   0.599   0.611   0.430
  36.731    2217     5338.9      813.3   0.424   0.619   0.624   0.459
  36.748    2218     5342.0      813.2   0.444   0.622   0.616   0.402
  36.765    2219     5344.9      813.3   0.445   0.634   0.632   0.431
  36.782    2220     5348.0      813.6   0.418   0.630   0.633   0.434
  36.799    2221     5350.9      813.6   0.428   0.632   0.630   0.411
  36.816    2222     5353.9      813.7   0.428   0.637   0.636   0.421
  36.833    2223     5357.1      813.8   0.430   0.625   0.619   0.394
  36.849    2224     5359.9      813.9   0.411   0.626   0.621   0.381
  36.866    2225     5362.9      814.1   0.431   0.637   0.636   0.425
  36.883    2226     5365.8      814.2   0.424   0.623   0.617   0.385
  36.900    2227     5368.8      814.3   0.426   0.634   0.632   0.412
  36.917    2228     5371.8      814.4   0.422   0.638   0.637   0.419
  36.934    2229     5374.9      814.4   0.431   0.626   0.620   0.397
  36.951    2230     5377.6      814.6   0.382   0.624   0.628   0.408
  36.968    2231     5380.2      814.3   0.389   0.608   0.596   0.318
  36.984    2232     5383.1      814.4   0.418   0.628   0.624   0.391
  37.001    2233     5385.9      814.7   0.387   0.626   0.629   0.409
  37.018    2234     5388.3      814.8   0.331   0.601   0.612   0.394
  37.035    2235     5390.9      814.6   0.380   0.633   0.632   0.375
  37.052    2236     5393.6      814.5   0.382   0.622   0.618   0.350
  37.069    2237     5396.2      814.4   0.376   0.631   0.632   0.386
  37.086    2238     5398.7      814.6   0.308   0.584   0.602   0.400
  37.103    2239     5401.1      814.6   0.334   0.606   0.615   0.388
  37.120    2240     5403.6      814.8   0.308   0.585   0.602   0.400
  37.136    2241     5406.0      815.0   0.317   0.583   0.602   0.411
  37.153    2242     5408.3      815.0   0.277   0.583   0.597   0.364
  37.170    2243     5410.9      815.2   0.320   0.585   0.603   0.411
  37.187    2244     5413.3      815.3   0.336   0.606   0.615   0.390
  37.204    2245     5415.7      815.6   0.265   0.564   0.589   0.389
  37.221    2246     5419.5      815.0   0.501   0.552   0.520   0.331
  37.239    2247     5423.6      814.6   0.515   0.577   0.571   0.418
  37.255    2248     5426.0      814.8   0.291   0.586   0.601   0.376
  37.272    2249     5428.4      815.2   0.269   0.561   0.588   0.398
  37.289    2250     5430.9      815.6   0.265   0.547   0.582   0.416
  37.306    2251     5433.4      815.9   0.288   0.573   0.595   0.398
  37.323    2252     5436.0      815.9   0.333   0.612   0.618   0.373
  37.340    2253     5438.3      816.0   0.291   0.590   0.602   0.369
  37.357    2254     5440.6      816.4   0.211   0.523   0.569   0.399
  37.374    2255     5443.0      816.7   0.301   0.575   0.597   0.408
  37.391    2256     5445.6      817.0   0.251   0.551   0.582   0.396
  37.407    2257     5448.2      817.5   0.267   0.537   0.577   0.431
  37.424    2258     5450.8      817.9   0.258   0.536   0.577   0.425
  37.441    2259     5453.5      818.4   0.290   0.537   0.576   0.451
  37.460    2260     5456.3      818.9   0.241   0.505   0.562   0.448
  37.476    2261     5458.9      819.5   0.253   0.513   0.566   0.449
  37.493    2262     5461.7      820.0   0.273   0.541   0.579   0.432
  37.510    2263     5464.7      820.7   0.286   0.513   0.560   0.476
  37.526    2264     5467.4      821.4   0.210   0.477   0.550   0.454
  37.543    2265     5470.1      822.2   0.206   0.448   0.532   0.476
  37.559    2266     5473.0      823.0   0.249   0.469   0.535   0.487
  37.576    2267     5476.1      824.0   0.246   0.472   0.539   0.484
  37.593    2268     5478.9      824.7   0.191   0.438   0.530   0.474
  37.610    2269     5481.9      825.5   0.235   0.467   0.538   0.480
  37.627    2270     5485.2      826.3   0.269   0.502   0.556   0.473
  37.644    2271     5488.2      827.1   0.232   0.476   0.545   0.471
  37.661    2272     5491.0      827.9   0.160   0.434   0.534   0.457
  37.677    2273     5494.1      828.7   0.229   0.471   0.543   0.473
  37.694    2274     5496.8      829.8   0.122   0.365   0.498   0.478
  37.711    2275     5499.7      830.6   0.223   0.471   0.545   0.468
  37.728    2276     5502.4      831.3   0.248   0.481   0.545   0.477
  37.745    2277     5505.3      832.2   0.230   0.487   0.553   0.459
  37.762    2278     5508.1      832.9   0.262   0.507   0.560   0.464
  37.780    2279     5511.0      833.7   0.179   0.435   0.531   0.469
  37.797    2280     5513.6      834.5   0.187   0.442   0.534   0.468
  37.813    2281     5516.6      835.2   0.271   0.512   0.562   0.465
  37.830    2282     5519.2      836.1   0.185   0.453   0.541   0.457
  37.847    2283     5522.1      836.7   0.254   0.505   0.560   0.460
  37.864    2284     5524.9      837.5   0.246   0.497   0.557   0.461
  37.883    2285     5527.5      838.0   0.237   0.502   0.561   0.448
  37.900    2286     5530.2      838.7   0.194   0.470   0.548   0.448
  37.917    2287     5532.8      839.4   0.233   0.477   0.546   0.471
  37.933    2288     5535.4      840.2   0.237   0.473   0.542   0.477
  37.950    2289     5538.0      841.0   0.220   0.471   0.545   0.466
  37.967    2290     5540.5      841.9   0.150   0.402   0.517   0.473
  37.984    2291     5543.5      842.6   0.267   0.514   0.564   0.459
  38.001    2292     5546.3      843.4   0.225   0.470   0.543   0.471
  38.018    2293     5549.0      844.1   0.213   0.461   0.540   0.471
  38.035    2294     5551.9      844.8   0.277   0.510   0.560   0.472
  38.051    2295     5554.9      845.5   0.283   0.512   0.560   0.475
  38.068    2296     5557.5      846.2   0.200   0.464   0.544   0.458
  38.084    2297     5560.2      846.9   0.239   0.466   0.536   0.483
  38.101    2298     5562.9      847.6   0.298   0.516   0.559   0.482
  38.118    2299     5565.4      848.3   0.226   0.503   0.562   0.438
  38.135    2300     5567.8      849.0   0.227   0.474   0.545   0.470
  38.152    2301     5570.5      849.8   0.286   0.510   0.558   0.478
  38.169    2302     5573.0      850.6   0.173   0.443   0.537   0.458
  38.186    2303     5575.7      851.3   0.241   0.495   0.556   0.460
